,horario,local,texto,relevancia,Sigla
59,2020-08-20 23:11:37,"Salvador, Bahia","RT @galdea: .@wladowski relembrando esse link aí e eu aqui me perguntando pq raios ""raios e trovões, alagamentos e deslizamentos"" e granizo…",1,BA
60,2020-08-20 23:03:27,"Salvador, Brazil",q chuva gostosa,0,BA
61,2020-08-20 22:58:18,"Bahia, Brasil",aq nem chuva cai quanto mais neve 😭,0,BA
62,2020-08-20 22:53:02,"Salvador, Brasil","@bryan97s pelo menos isso, dormir com o som da chuva é umas das coisas belas da vida 🥲",1,BA
63,2020-08-20 22:46:48,"Salvador, Brazil","Outro detalhe que vai passar despercebido é a chuva. Campo tava pesada por conta da água e isso dificultou para os dois times, fora que do outro lado teve um bom goleiro.",0,BA
64,2020-08-20 22:38:18,"Salvador, Bahia, Brazil","Só eu acho que o gramado de Pituaçu é ruim, pesado e duro? A bola rola com alguma dificuldade... Não é crítica à manutenção, só tipo de gramado mesmo. Hoje o bába rolou melhor pro @ECBahia no tapete do Morumbi, mesmo debaixo de muita chuva...",0,BA
65,2020-08-20 22:26:25,"Bahia, Brasil","Já eu, já corri atrás debaixo de chuva e ainda fui sapecada de lama pelo próprio https://t.co/Q4CeITBgXR",1,BA
66,2020-08-20 22:17:18,"Salvador, Bahia, Brasil",".@wladowski relembrando esse link aí e eu aqui me perguntando pq raios ""raios e trovões, alagamentos e deslizamentos"" e granizo, no 1º dia do ano, foi interpretado como um sinal de que seria um ano bom?🤔O céu de Salvador avisou e o mundo não quis ouvir
https://t.co/WGKRh6Gnd9",1,BA
67,2020-08-20 22:04:35,Salvador,Quando eu fui recebi foi só chuva https://t.co/MZqMvwzljO,0,BA
68,2020-08-20 22:00:34,"Bahia, Brasil",Time que bate escanteio curto no último lance do jogo com chuva caindo devia perder todos os pontos em disputa.,1,BA
69,2020-08-20 21:51:22,"Salvador, Brasil","Quando a minha irmã ganhou o celular dela a primeira coisa q meu pai fez foi colar no carro 🗣🗣 ai dps de mt chuva o adesivo caiu e ele pegou a q veio no meu celular e colou por dentro, quem olha de fora acha q a gnt é burro pq a maça tá ao contrário KKKKKKKKKK https://t.co/WA60vwTgfi",0,BA
70,2020-08-20 21:42:01,"Bahia, Brasil","Nevando em gramado! 😮
Que massa! O máximo que acontece aqui no nordeste é chuva de granizo, e quando acontece destrói tudo 😂😂😂",0,BA
71,2020-08-20 21:31:36,Salvador-BA,"@mapavieira Saiam dessa chuva, vocês vão pegar covid-19. 😂😂😂",0,BA
72,2020-08-20 21:23:29,"Salvador, Brasil","@arizinhasouza Não mesmo, tem que ser algo resistente a chuva ..",0,BA
73,2020-08-20 21:13:28,"Salvador, Brasil",@mlavenere @andrepandadiniz @l_ladas @renatinhois @AdrianoCezak @PunkTrabalhador @soyyodeverdad @TheLucasLange Eu fiquei um tempinho na chuva!! Não sabia andar!! https://t.co/m5VFQEuuug,0,BA
74,2020-08-20 21:00:49,"Salvador, Brasil","O juiz tá buscando qualquer faltinha pra os caras, e quem cair na área, mesmo que seja chuva, ele vai checa o VAR.",0,BA
75,2020-08-20 20:59:35,Salvador,"Quero ver se esse juiz vai dar 45 minutos de acréscimos mesmo!

Já pode acabar o jogo, irmão. Chuva da porra, COVID no ar. Esquece isso de segundo tempo",0,BA
76,2020-08-20 20:54:59,Salvador,"@igorlordelo Ainda mais com essa chuva aí, tem necessidade nenhuma de continuar esse jogo",0,BA
77,2020-08-20 20:52:02,Salvador,"A chuva que ta caindo,e o Bahia não chuta uma de fora da área. O pior é que nem chega para tentar o chute.",0,BA
78,2020-08-20 20:50:30,Salvador-BA,"@_slavebitch1 entãoo kkkkkkkkkk
chuva de block",0,BA
79,2020-08-20 20:46:47,"Salvador, Brasil","@MarceloFreixo Qual o erro nisso? Na greve o dinheiro entra, na chuva ou no sol o dinheiro entra, não tem risco de demissão, cheio de penduricalhos, qual problema de não reajustar por um ou dois anos? Use a casta baixa pra favorecer a elite!",0,BA
80,2020-08-20 20:46:40,"Salvador, Brasil","Boatos que por conta da chuva o jogo pode terminar no primeiro tempo.
Alguém sabe se é verdade?",0,BA
81,2020-08-20 20:37:59,"Harveytown (Salvador, Brasil)","O gramado está escorregando demais, mesmo considerando a chuva",0,BA
82,2020-08-20 20:26:03,"Salvador, Brasil",@thalysonmariano Ele usam capa de chuva negoh,0,BA
83,2020-08-20 20:08:29,Salvador,"Os dois zagueiros de área escorregaram em 4 minutos de jogo.
Se Isso for chuteira errada, pode dar merda... Parece que nunca jogaram com chuva",0,BA
84,2020-08-20 20:08:00,"Salvador, Brasil","Tá barril essa chuva 
NOITE DE BAHEA",0,BA
85,2020-08-20 20:07:01,"Salvador, Bahia","boa sorte para o departamento médico do @ECBahia com os jogadores pegando ""friage, chuva e a zorra"" e em salvador: 27 graus.",0,BA
86,2020-08-20 20:05:58,BRASIL,"RT @ECBahia: ☔️ Muita chuva no estádio, além de vento frio. Vai pra cima deles, Esquadrão! #BBMP",1,BA
87,2020-08-20 20:05:37,,"RT @ECBahia: ☔️ Muita chuva no estádio, além de vento frio. Vai pra cima deles, Esquadrão! #BBMP",1,BA
88,2020-08-20 20:04:21,(7/45) ,"RT @ECBahia: ☔️ Muita chuva no estádio, além de vento frio. Vai pra cima deles, Esquadrão! #BBMP",1,BA
89,2020-08-20 20:02:25,"Salvador, Brasil",caralho e essa chuva aí,0,BA
90,2020-08-20 20:02:07,Salvador,"☔️ Muita chuva no estádio, além de vento frio. Vai pra cima deles, Esquadrão! #BBMP",0,BA
91,2020-08-20 19:56:52,"Salvador, Brasil","essa chuva é pra abençoar meus meninos, fé e fé 

NOITE DE BAHEA",1,BA
92,2020-08-20 19:49:40,"Salvador, Brasil","@LulaOficial o brasileiro sai de casa, pegando sol quente ou chuva pra votar e acha melhor votar nulo ou em bolsonaro do que no outro candidato! a culpa é mesmo do povo?",1,BA
93,2020-08-20 19:13:02,salvador,@UniaoTricolorBa É por osmose. Pode cair chuva de granizo...,1,BA
94,2020-08-20 19:05:14,"Salvador, Brasil",@DINICIOUSmusica chargistas façam logo o desenho de bozo ajeitando os guardas-chuvas nos 100 mil,0,BA
95,2020-08-20 18:59:45,"Salvador, Brazil",@urubullish Chuva de dinheiro,0,BA
96,2020-08-20 18:50:23,"Salvador, Brasil",Coisas que eu quero fazer depois da pandemia : tomar banho chuva..saudade❤,0,BA
97,2020-08-20 18:36:22,"Salvador, Bahia, Brasil","Toda vez que vejo qualquer série ou filme ambientado em Londres comento dessa falta de sol. Sério, já bate a tristeza só de ver. E Seattle que é chuva o tempo todo. Assistindo The Killing eu me perguntava como as pessoas saíam de casa sem ser por obrigação.",0,BA
98,2020-08-20 17:37:40,,"@pauloocesarpc Jovem, o meu é de 2012 aHaHahHahHahHH
Oito anos suportando todas as chuvas...
Eu preciso de um agasalho novo, de preferência do tipo desse, que não molha na chuva🤭",0,BA
99,2020-08-20 17:33:19,Salvador - BA,@arturiot Vai ser chuva de Emmy aí viu,0,BA
0,2020-08-22 20:58:44,"Fortaleza, Brasil",@jacksoncruz A chuva dos 200 espirros,0,CE
1,2020-08-22 20:44:18,Ceará,"a unica certeza q tenho eh q qdo abrir o insta vai ter uma ruma de story da ""chuva""",0,CE
2,2020-08-22 20:43:48,Ceará,@Marisaaloppes aproveita a chuva marisinha vc merece tudo de bom linda,0,CE
3,2020-08-22 20:29:17,"Ceará, Brazil",do nada uma chuva em sobral??,1,CE
4,2020-08-22 20:28:10,"Ceará, Brasil",CHUVA REAL EM SOBRAL EM AGOSTO PQP,1,CE
5,2020-08-22 20:24:24,"Ceará, Brasil",@soucamiis aparentemente a chuva aumentou? 😳,1,CE
6,2020-08-22 20:21:35,"Ceará, Brasil",e essa chuva?? do nada,1,CE
7,2020-08-22 20:13:27,"Ceará, Brasil",Chuva em sobral?????,1,CE
8,2020-08-22 20:11:15,,RT @fortalordinaria: Será que chove ou é só Fortaleza frescando com a nossa cara? https://t.co/fzDkzTXZd0,0,CE
9,2020-08-22 20:11:08,Ceará,amoo a chuva de 2 segundos,0,CE
10,2020-08-22 20:08:42,"Ceará, Brazil",Valha e essa chuva do nada??,1,CE
11,2020-08-22 20:02:43,Ceará ,Vou jantar logo pq tá ameaçando uma chuva e tomar banho de chuva de noite/madrugada me dá uma sensação boa,0,CE
12,2020-08-22 19:43:59,"Ceará, Brasil","Sim mulher iai? vai dar em que?
Quarentena tá ai,tu não vai me pegar hoje nao.Pode tirar seu cavalinho da chuva,não vou sair na rua aí pra brigar com tu nao.
Eu? me arriscar pegar um corona? 
Hum tu é dodja https://t.co/7KMjiwbnWP",0,CE
13,2020-08-22 19:43:36,"Ceará, Brasil",Só eu que sinto cheiro de chuva e sinto vontade de beber? 😰,0,CE
14,2020-08-22 19:32:37,Fortaleza/CE/Brasil,RT @RCresolve: Chuva Municipal em ação ☔️,0,CE
15,2020-08-22 19:30:33,,RT @Filhote155: A chuva acabando com os planos 😏,0,CE
16,2020-08-22 19:29:07,"Fortaleza, Brasil",A chuva acabando com os planos 😏,0,CE
17,2020-08-22 18:46:27,ceará,"bicho que vento doido é esse aqui hoje? nam, muito relâmpago mas nada de chuva 😭",0,CE
18,2020-08-22 18:07:55,"Fortaleza, Brasil",@_paodiqueijo Imagina na chuva,0,CE
19,2020-08-22 17:29:46,Ceará,"Já sei que o povo tem amor pelo meu cabelo viu, pq foi chuva de direct kkkkkkkkkkkkkkkkk scrr",0,CE
20,2020-08-22 17:04:55,"Fortaleza, Brasil","Esses dias uma pessoa me perguntou se eu conseguia viver dos livros e contos que escrevo... A minha resposta foi uma chuva de kkkk e isso nem é engraçado, é triste, de várias formas.",0,CE
21,2020-08-22 16:38:00,Monsenhor Tabosa CE ,RT @fortalordinaria: Será que chove ou é só Fortaleza frescando com a nossa cara? https://t.co/fzDkzTXZd0,0,CE
22,2020-08-22 15:23:06,"Fortaleza, Brasil",RT @fortalordinaria: Será que chove ou é só Fortaleza frescando com a nossa cara? https://t.co/fzDkzTXZd0,0,CE
23,2020-08-22 15:13:03,"Fortaleza, Brasil","chuva roxa, chuva roxa, só queria te ver debaixo da chuva roxa",0,CE
24,2020-08-22 15:08:58,"Fortaleza, CE","@freeblowjob É o lance la do filme do parasita

Só que em vez de chuva é neve",0,CE
25,2020-08-22 15:04:21,,RT @fortalordinaria: Será que chove ou é só Fortaleza frescando com a nossa cara? https://t.co/fzDkzTXZd0,0,CE
26,2020-08-22 14:39:42,"Fortaleza, Brasil","@mjBeats @btsparabarmys Nessa playlist você aprende até a fazer Bolinho de chuva, adorei",0,CE
27,2020-08-22 14:35:03,Ceará,"@svradateruchka pior que eu curto chuva demais mas é raro aqui, em compensação quando tem pelo menos é forte, achei que o ceará ia acabar mais cedo esse ano quando teve uns raios sinistros demais numa tempestade aqui",0,CE
28,2020-08-22 14:29:38,Ceará,o cara precisou assistir filme do outro lado do mundo pra perceber que aqui acontece desgraça toda vez que chove um pouquinho https://t.co/rGj9ozrMFV,0,CE
29,2020-08-22 14:23:07,"Fortaleza, Brasil","Na escola que sou professor ninguém lembrou do dia do Coordenador, depois que parabenizei as colegas veio uma chuva de felicitações puxando o saco kkkkkk",0,CE
30,2020-08-22 14:19:02,"Ceará, Brasil","@GabiMartinsOF Beijo na chuva, né Gabriela?",0,CE
31,2020-08-22 13:57:59,"Fortaleza, Brasil","Parasita é pra ser lembrado também na hora do frio intenso, não só na chuva. Assim como tem pessoas que pede tudo na chuva, tem gente que perde a vida passando frio na rua.",0,CE
32,2020-08-22 13:31:41,Brasil,@badbsxy show. leva guarda chuva pra gente n precisar ficar aglomerando no caicó pq tu sabe ne. nao pode aglomerar,0,CE
33,2020-08-22 13:20:58,"Fortaleza, Brasil","#LBFF Tenho 2 perguntas , 1° Hads você acha que a Corinthians na 1° fase se saiu bem? , 2° vai ter chuva de codiguin ou dropzinn na LBFF ??",0,CE
34,2020-08-22 12:23:04,"Ceará, Brasil","@ggabio06 @MihLeitte Ceará não chove kkkkkk
PAM TE AMAMOS",0,CE
35,2020-08-22 11:54:05,"Fortaleza, Brasil",Pessoal fala que nordestino não pode ver uma chuva que já grava e posta! E o sul aí em peso falando do frio ... Enfim,0,CE
36,2020-08-22 11:47:14,"Fortaleza, Brasil",@RCresolve Eu ainda não vi chuva aqui?,0,CE
37,2020-08-22 11:28:40,"Fortaleza, Brasil",fazendo td pra atrair chuva: botando o colchão pra pegar sol falando alto que quero ir pra praia usando um calçado q não pode pegar chuv,0,CE
38,2020-08-22 11:19:27,,RT @fortalordinaria: Será que chove ou é só Fortaleza frescando com a nossa cara? https://t.co/fzDkzTXZd0,0,CE
39,2020-08-22 11:13:00,,RT @pauloelienay: Moisés Santos era funcionário do Carrefour no Recife. Ele teve um mau súbito e faleceu dentro do estabelecimento. Para nã…,0,CE
40,2020-08-22 10:59:39,"Fortaleza, Brasil",@maralivosaa tu responsável? hoje chove,0,CE
41,2020-08-22 10:57:29,"Fortaleza, Ceará","@rafa_lafel Eu sabia tanto que essa estação de chuva prolongada ia emendar nas chuvas do caju. Ceará, chuva o ano inteiro.",0,CE
42,2020-08-22 10:56:28,Fortaleza-Ceará-Brasil,"@fortalordinaria olha, eu moro aí nesse condominio, foi só uma frescada msm, todo dia fica assim umas 9 da noite mas chuva q é bom num cai, pra n dizer q n, ontem caiu uma chuvinha só pra subir o mormaço e atacar minha alergia kkkk",0,CE
43,2020-08-22 10:47:44,Fortaleza-CE,"O pessoal acha que a memória do brasileiro é curta só pra fatos políticos, quando na verdade é pra tudo. Todo ano o pessoal se assusta quando começa o período das chuvas, frio, calor, etc, como se todo ano não fosse igual",0,CE
44,2020-08-22 10:40:51,,RT @fortalordinaria: Será que chove ou é só Fortaleza frescando com a nossa cara? https://t.co/fzDkzTXZd0,0,CE
45,2020-08-22 10:32:43,Fortaleza,Rezando para que esse frio nunca chegue ao nordeste. Aqui tem que chegar é chuva na semana e Sol aos sábados e domingos. #URGENTE,0,CE
46,2020-08-22 10:19:45,"Fortaleza, Brasil",@VaporKratos Quem tá na chuva é pra se molhar,0,CE
47,2020-08-22 10:12:24,"A 6.428 km de NOVA YORK, EUA ","RT @fortalordinaria: 2 coisas que o cearense tá com saudade:

1 - a chuva

2 - filmar a chuva",0,CE
48,2020-08-22 10:08:58,"Fortaleza, Brasil",Moradores registram chuva congelada em Curitiba https://t.co/bLRniPxDOi,0,CE
49,2020-08-22 10:08:45,"Fortaleza, Brasil","@isanooemy Pois é. A maior alegria do cearense, pelo que eu sei, é quando chove.",0,CE
50,2020-08-22 09:58:37,"Fortaleza, Brasil","@andrepandadiniz Realmente, mas para cearense qualquer gota de chuva nos faz feliz!",0,CE
51,2020-08-22 09:39:02,"Fortaleza, Brasil",Chuva do caju tbm conhecida como chuva da gripe.,0,CE
52,2020-08-22 09:27:11,na lua,RT @fortalordinaria: Será que chove ou é só Fortaleza frescando com a nossa cara? https://t.co/fzDkzTXZd0,0,CE
53,2020-08-22 08:58:03,soy boiola,RT @fortalordinaria: Será que chove ou é só Fortaleza frescando com a nossa cara? https://t.co/fzDkzTXZd0,0,CE
54,2020-08-22 08:33:01,Fortaleza ,justo no dia que resolvo dar um pulim na praia bem rapidin amanhece nublado com cara de chuva todo castigo pra etc é pouco msm viu,0,CE
55,2020-08-22 08:30:11,"Fortaleza, Brasil","Eu ia de 024 pro Passaré, mas esse tempinho de chuva não vai dar não, vou de uber Kkkkkkkkkkkk",0,CE
56,2020-08-22 08:28:56,"Fortaleza, Brasil","@fortalordinaria Acho meio difícil esperar que chuva ,hj.esta só com cara de chuva...",0,CE
57,2020-08-22 08:19:53,"Fortaleza, Brasil",O tempo tá bonito pra chuva aqui em fortal....falta só chover https://t.co/l6eQendUX7,0,CE
58,2020-08-22 08:14:20,"Ceará, Brasil",@AdriDricaDidica Tá latindo não chuva debaixo da minha janela. Ela eh a base de esporro jkkk ❤️,0,CE
59,2020-08-22 08:02:39,"Ceará, Brasil","@AdriDricaDidica Aqui na fazenda mta chuva 🙌🏻, vento e frio",1,CE
60,2020-08-22 07:47:51,Fortaleza,e esse tempo de chuva hein...,0,CE
61,2020-08-22 07:01:36,Fortaleza - CE - Brasil,@Barreto269 A chuva foi pra limpar. Os que veem outra coisa poderiam ao menos aprender a escrever antes de anotar sua posição aqui no twitter.,0,CE
62,2020-08-22 06:44:14,"Fortaleza, Brasil",O meu foi depois de parasita mas pq Sami no meio da cena da enchente falou q o msm rolou c ele e as pessoas na baixa pau. É isso https://t.co/G6Nrt2sN4a,0,CE
63,2020-08-22 06:35:11,"Fortaleza, Brasil",tá com clima de chuva....,0,CE
64,2020-08-22 05:36:00,ceara,RT @fortalordinaria: Será que chove ou é só Fortaleza frescando com a nossa cara? https://t.co/fzDkzTXZd0,0,CE
65,2020-08-22 05:15:24,"Fortaleza, Brasil","@andrepandadiniz “A chuva do caju”, assim dizia a mamãe destes respingos em agosto e setembro",1,CE
66,2020-08-22 03:23:05,"Fortaleza, Brasil","pfvr que amanhã chova bem mt p eu passar o dia agarrada cm o boy, vou passar de qlqr jeito mas cm chuva seria top
tá deus? pfvr",0,CE
67,2020-08-22 02:57:57,"Fortaleza, Brasil","Tem uns dois meses que não chove hoje armei uma rede aqui na varanda pra dormir, não preciso nem dizer o que tá acontecendo",1,CE
68,2020-08-22 02:56:05,"Fortaleza, Brasil",Mas se é pra chover chove direito ô caralho 😤😡😠🤬,1,CE
69,2020-08-22 02:52:44,"Fortaleza, Brasil",A chuva veio e está me expulsando da varanda 🥺,1,CE
70,2020-08-22 02:34:40,"Fortaleza, CE",RT @fortalordinaria: Será que chove ou é só Fortaleza frescando com a nossa cara? https://t.co/fzDkzTXZd0,0,CE
71,2020-08-22 01:52:23,"Fortaleza, Brasil",Fortaleza pf eu quero chuva,0,CE
72,2020-08-22 01:41:17,"Ceará, Brasil",E essa chuva no triunfo,1,CE
73,2020-08-22 01:39:48,Fortaleza,Minha retrospectiva do deezer vai ter só sons de chuva para dormir,0,CE
74,2020-08-22 01:29:26,"Fortaleza, Brasil","@matheus_t02 asoro em Fortaleza-Ceará a 20 anos
A alguns anos atrás existia  fábrica da Seca isso acabou mais no sertao  existe muita pobreza e fome só não acontece quando tem chuva em abundância como esse ano  A época de passar sem chover pór 2 ános.Nada a colher s/fome.",0,CE
75,2020-08-22 01:25:14,"Fortaleza, Brasil",@RCresolve dá uma segurada na chuva viu,0,CE
76,2020-08-22 01:23:22,"Fortaleza, Brasil",peguei um respinguim de chuva e tô tossindo ja,0,CE
77,2020-08-22 01:18:27,"Ceará, Brasil","""TÁ NA CHUVA É PRA SE MOLHAR""
@miguelgsr",0,CE
78,2020-08-22 01:07:07,"Fortaleza, Brasil",Cadê a chuva? Foi só ilusão mesmo? ç.ç,0,CE
79,2020-08-22 00:47:45,,RT @fortalordinaria: Será que chove ou é só Fortaleza frescando com a nossa cara? https://t.co/fzDkzTXZd0,0,CE
80,2020-08-22 00:37:57,Fortaleza,@eduardolacerdab Chuva do Caju,1,CE
81,2020-08-22 00:35:20,1.0 | letíciɑ · mɑrjorie,@dickforliam amg aq nem chove mt acredita,0,CE
82,2020-08-22 00:29:21,Ceará,"sufocada pelo bafo da chuva, mas pode mandar mais, tá tudo",1,CE
83,2020-08-22 00:25:57,"Ceará, Brasil",cheirin de chuva bom,1,CE
84,2020-08-22 00:22:07,"Fortaleza, Brasil","Indo  praquela praia agora, sentindo que vou pegar aquela chuva marota",0,CE
85,2020-08-22 00:18:57,fortaleza-ce,"O segurança jurava que nos ia pixar a parede do condomínio, e nos só tava esperando a chuva passar mesmo.",0,CE
86,2020-08-22 00:14:42,"Fortaleza, Brasil",RT @fortalordinaria: Será que chove ou é só Fortaleza frescando com a nossa cara? https://t.co/fzDkzTXZd0,0,CE
87,2020-08-22 00:03:15,Fortal city,RT @fortalordinaria: Será que chove ou é só Fortaleza frescando com a nossa cara? https://t.co/fzDkzTXZd0,0,CE
88,2020-08-22 00:02:46,"Fortaleza, Brasil",RT @fortalordinaria: Será que chove ou é só Fortaleza frescando com a nossa cara? https://t.co/fzDkzTXZd0,0,CE
89,2020-08-22 00:00:36,"Fortaleza, Brasil","só o que faltava aqui no prédio, chuva de abelhas",0,CE
90,2020-08-21 23:55:54,Capital do Ceará ,@eduardolacerdab Chuva do caju! Parece que num é cearense! Heheh,1,CE
91,2020-08-21 23:48:29,"Fortaleza, Brasil","Chuva dos caju, minha filha, seja mais cajá, e caia já, logo, ligeiro, cuida!",0,CE
92,2020-08-21 23:48:17,"Fortaleza, Brasil",RT @fortalordinaria: Será que chove ou é só Fortaleza frescando com a nossa cara? https://t.co/fzDkzTXZd0,0,CE
93,2020-08-21 23:47:42,,RT @fortalordinaria: Será que chove ou é só Fortaleza frescando com a nossa cara? https://t.co/fzDkzTXZd0,0,CE
94,2020-08-21 23:46:08,Ceará - Fortaleza,Noite com chuva ☔️ em Fortaleza 🌨 Boa noite e excelente madrugada para todos ❤️🌨☔️🙏🏻 https://t.co/l8rpWC0JCU,1,CE
95,2020-08-21 23:41:45,"Fortaleza, Brasil",cheirinho de chuva,1,CE
96,2020-08-21 23:40:59,"Fortaleza, Brasil","@otacarina Mulher, a desgraça saiu correndo atrás da bike no mei da chuva",0,CE
97,2020-08-21 23:40:57,Fortaleza,Chuva na Sapiranga 🌿,1,CE
98,2020-08-21 23:37:43,"Fortaleza, Ceará - Brasil.",CHUVA EM FORTALEZA 😭🌧️ finalmenteeee pq esses dias e noites andavam tão quentes &lt;3,1,CE
99,2020-08-21 23:34:46,Brasil,Chuva cai la fora ....,1,CE
0,2020-08-22 11:03:59,Campina Grande- Paraíba,"santa chuva é foda, triste dms",0,CG
1,2020-08-22 02:54:42,"Campina Grande, Brasil","@carlalarrat @loranmoreira_ eu quero chuva, comprei um casaco e quero usar🤡🤡🤡🤡🤡🤡",0,CG
2,2020-08-21 22:23:54,Campina Grande,@YagoCostat rapaz a brisa não pode ver chuva kkk,0,CG
3,2020-08-21 21:28:11,"Campina Grande, Brasil","E essa chuva ein??? 💢🖤

#SuperLiveVascoTV",1,CG
4,2020-08-21 21:22:21,Campina Grande-Paraíba,"""Vou por a ""FOTO de minha CIDADE"" aqui pra vcs a conhecerem. É a TERRA do ""MAIOR SÃO JOÃO DO MUNDO"". Este ano não teve ""A FESTANÇA"", nem FOGUEIRA ACENDERAM. Faz duas SEMANAS que ""CHOVE FINO"" e o CALOR é insuportável."" GOSTO de FRIO!!!
COISA que aqui não tem.
Um ABRAÇO pra vcs. https://t.co/QHzNGIqLLK",0,CG
5,2020-08-21 20:26:02,cpv,Tomei muita chuva... quem disser que eu n amo oq faço ta mentindo mt,1,CG
6,2020-08-21 18:04:20,cpv,Chuva para por favor pra eu dar uns grauzinho🥺🥺🥺🥺🙏🏻,1,CG
7,2020-08-21 17:25:42,Brazil,#flor #branca #gotas #chuva #flower #white #waterdrop #rain #galaxys9plus #flora #nature #natureza em Campina Grande https://t.co/8I8cpS5HLD,0,CG
8,2020-08-21 15:18:38,Antártida,"Eu sei onde o coelho anda,
Como também sei até onde vai a sua toca.

Pois quando a ""chuva brilhante"" vier
As montanhas será uma morada,
E apenas o seu coração o salvará",0,CG
9,2020-08-21 13:34:42,"Campina Grande-PB, Brasil",@SorayaThronicke Qual a sua dificuldade de entender que funcionários públicos tem salário garantido faça chuva ou sol? Que diferença tem um médico do serviço público do privado? Chega de privilégio! Você errou aceite. O momento ñ é para aumentar salários. #Bolsonaro2022,0,CG
10,2020-08-21 11:21:10,"Campina Grande, Brasil","@WSarai Bateria: ✅
Borrachas: 🚫 (ressecam com efeito sol,chuva,vento, na garagem dificilmente ressecará)
Combustível: ( Dificimente deteriorará com menos de 5 anos, principalmente de for gasolina Premium)🚫",0,CG
11,2020-08-21 10:52:52,"Campina Grande-PB, Brasil",@SorayaThronicke Será seu subconsciente dizendo para você essas palavras? Estamos em uma pandemia! Os funcionários públicos tem salário garantido faça chuva ou sol! Diante de milhões desempregados ou com redução de salários seu posicionamento foi vergonhoso! #Bolsonaro2022,0,CG
12,2020-08-21 10:11:15,"Campina Grande, Brasil","toda vez q eu venho pra o centro de cabelo molhado, chove. pqp",1,CG
13,2020-08-21 09:24:33,cpv ,@gabrelim por enquanto só chuva e neblina . ..,1,CG
14,2020-08-21 08:12:38,João Pessoa,Acordar de 4:30 da manhã eu até aceito. Agora acordar e tá a maior chuva aí já é demais https://t.co/OWOMPWGy2N,1,CG
15,2020-08-21 03:01:44,"Campina Grande, Paraíba,BRASIL","@fee_sf aqui onde eu moro é bem sossegado e tal, mas eu fico olhando pro nada até acabar o expediente... sem contar o frio q é e chove dentro da sala onde eu trabalho 😥😥😂",0,CG
16,2020-08-21 00:45:01,cpv ,Agora a chuva chegou com força kkkkk,1,CG
17,2020-08-21 00:01:12,"Campina Grande, Brasil",ja tem gente querendo cancelar a neve em gramado e em canela dizendo que é chuva congelada,0,CG
18,2020-08-20 18:58:23,Recife/Campina Grande,Do nada essa chuva e esse frio 🥺,1,CG
19,2020-08-20 16:00:16,cpv,Chuva boa,1,CG
20,2020-08-20 08:01:18,"Ingá, Paraiba","Câmera flagra recém-nascido sendo posto na rua sob chuva
https://t.co/UmlYztusRL",0,CG
21,2020-08-19 21:39:30,Planet Earth,"“E você ficou aqui em frente de mim apenas, perto o suficiente para tocar, perto o suficiente para esperar que você não visse o que eu estava pensando. Largue tudo agora, me encontre na chuva, me beije na calçada,… https://t.co/UltrnQVGgk",0,CG
22,2020-08-19 05:36:29,cpv,@klevzs só assunto relevante como chuva,0,CG
23,2020-08-18 23:43:56,"Campina Grande, Brasil",@SENSUALSKRR toró é uma chuva forte,0,CG
24,2020-08-18 23:20:37,"Campina Grande, Brasil",@yagoxtoso uma chuva forte,0,CG
25,2020-08-18 21:37:02,"Campina Grande, Brasil",@chromaticaniby @Octaviafavs e nera uma chuva já é tempestade? ah nao jaja um vulcao,0,CG
26,2020-08-18 08:59:19,Campina Grande,"@braindamxg @LiviaChelles @Ortariow @piscianarca Na verdade a parafilia é pela atração ou impulsos para com pré-puberes, até 13 anos, mais de 13 é conhecido como efebofilia

Mas pedofilia se tornou um termo guarda chuva pra ambas parafilias",0,CG
27,2020-08-18 00:49:31,"Campina Grande, Brasil",@camille_15zs Amém anjo que Deus derrame chuvas de bençãos em sua vida com muito amor e carinho 🙏🥰,0,CG
28,2020-08-17 20:13:20,"Campina Grande, Brasil",chuva fdp do crl,1,CG
29,2020-08-17 09:18:38,cpv,"marquei de fechar o gado c meu pai hj, pq eu combinei aff olha essa chuva  linda p ficar em casa",1,CG
30,2020-08-17 09:18:07,cpv,"mano principalmente ontem, eu pedi tanto pra Deus pra ele mandar chuva, pq eu n tava mais aguentando e hoje eu acordo e vejo que nessa noite choveu muito, acordo e tudo que da pra molhar tava molhado, sério Senhor eu sei que tu me sondas",0,CG
31,2020-08-17 05:44:59,hogsmeade ,"RT @dinizisabelle_: Odeio chuva, me deixa tão aflita😓",0,CG
32,2020-08-17 05:31:27,Cpv ,"Odeio chuva, me deixa tão aflita😓",0,CG
0,2020-08-22 20:59:17,"Cuiabá, Brasil",RT @henricre: @bofumaporro so fumo maconha quando chove e quando nao chove,0,MT
1,2020-08-22 19:00:24,"Cuiabá, Brasil",@bofumaporro so fumo maconha quando chove e quando nao chove,0,MT
2,2020-08-22 16:48:14,"Cuiabá, Brasil",bolinho de chuva eh tão bom,0,MT
3,2020-08-22 14:05:26,"Cuiabá, Brasil",eu no carnaval proucurando a leticia na porra da chuva https://t.co/oouY2V0GT7,0,MT
4,2020-08-22 13:22:26,"Cuiabá, Brasil",Meu pai tá tão enjoado de fica em casa que na chuva ele quer ir pra casa de praia só pra ir em algum lugar diferente kkkk que ponto ele chegou,0,MT
5,2020-08-22 12:00:18,"Cuiabá, Brasil","@vanifior Exatamente, as vezes armo o Black aí na primeira sacudida começa a chuva de cabelos.",0,MT
